route_id,origin_port,destination_port,distance_nm
1757,Dubai,Sydney,5073
1758,Durban,Hamburg,10547
1759,Sydney,Hong Kong,5534
1760,Rotterdam,Los Angeles,6523
1761,Hamburg,Shanghai,4323
1762,Mumbai,Dubai,11400
1763,Santos,Rotterdam,4998
1764,Hamburg,Mumbai,6420
1765,Rotterdam,Hamburg,9914
1766,Rotterdam,Busan,10409
1767,Busan,New York,11932
1768,New York,Mumbai,9500
1769,Dubai,Durban,7758
1770,New York,Dubai,11675
1771,Rotterdam,Hong Kong,12951
1772,New York,Los Angeles,14221
1773,Mumbai,Rotterdam,9673
1774,New York,Mumbai,8933
1775,Santos,Hong Kong,2245
1776,Dubai,Durban,12870
1777,Rotterdam,Singapore,14436
1778,Hong Kong,Dubai,3615
1779,New York,Hong Kong,6417
1780,Hong Kong,Shanghai,9652
1781,Hamburg,Busan,4222
1782,Shanghai,Busan,8525
1783,Mumbai,Durban,13056
1784,New York,Los Angeles,8100
1785,Hong Kong,Hamburg,14934
1786,Santos,Durban,3636
1787,New York,Hong Kong,4883
1788,Durban,Los Angeles,8215
1789,Hamburg,Mumbai,6931
1790,Durban,Dubai,4699
1791,Durban,Hamburg,1030
1792,Singapore,Durban,6153
1793,Durban,Dubai,9146
1794,Rotterdam,Durban,6245
1795,Singapore,Hong Kong,4986
1796,Shanghai,Sydney,916
1797,Sydney,Hong Kong,2407
1798,New York,Dubai,7901
1799,Durban,Sydney,12166
1800,New York,Durban,882
1801,Durban,Busan,8637
1802,Shanghai,Dubai,14761
1803,Santos,Busan,13319
1804,Santos,New York,9912
1805,Dubai,Hamburg,9573
1806,Santos,Sydney,8377
1807,Singapore,Mumbai,1682
1808,Singapore,New York,531
1809,Singapore,Busan,801
1810,Sydney,New York,4170
1811,Santos,Dubai,11016
1812,Dubai,Mumbai,519
1813,Santos,Durban,4373
1814,Sydney,Busan,14166
1815,Dubai,Durban,13255
1816,Sydney,New York,3678
1817,Sydney,Hamburg,1009
1818,Hong Kong,Busan,6428
1819,Sydney,Durban,11446
1820,Los Angeles,Santos,13302
1821,Los Angeles,Dubai,13605
1822,Santos,Rotterdam,6957
1823,Mumbai,Los Angeles,8488
1824,Hong Kong,Busan,6758
1825,Los Angeles,New York,8470
1826,Hamburg,Santos,10959
1827,Singapore,Hamburg,12372
1828,Los Angeles,Busan,10988
1829,Rotterdam,Singapore,13786
1830,New York,Singapore,8738
1831,Singapore,Mumbai,8053
1832,Sydney,Hong Kong,11574
1833,Mumbai,Busan,2696
1834,Durban,Mumbai,13080
1835,Durban,Sydney,11698
1836,Busan,Los Angeles,9394
1837,Hong Kong,Sydney,5610
1838,Shanghai,Dubai,3648
1839,Dubai,Hamburg,9608
1840,Busan,Hong Kong,13493
1841,Los Angeles,Shanghai,1285
1842,Shanghai,Sydney,6879
1843,Hong Kong,Dubai,4182
1844,Hong Kong,Santos,1772
1845,Shanghai,Mumbai,3428
1846,New York,Hong Kong,11875
1847,Hamburg,Dubai,12349
1848,Shanghai,Santos,3881
1849,Hamburg,Busan,14167
1850,Busan,Singapore,9144
1851,New York,Hamburg,2255
1852,Los Angeles,Dubai,659
1853,Santos,Durban,14795
1854,Los Angeles,Shanghai,5024
1855,Rotterdam,Durban,1288
1856,Busan,Durban,4162
1857,Rotterdam,Busan,3961
1858,Sydney,Santos,5282
1859,New York,Singapore,14299
1860,Santos,Rotterdam,731
1861,Sydney,Durban,5929
1862,Dubai,Sydney,12928
1863,Santos,Los Angeles,9886
1864,New York,Shanghai,10384
1865,Rotterdam,Mumbai,9001
1866,New York,Sydney,7850
1867,Shanghai,Rotterdam,3698
1868,Shanghai,Hong Kong,3159
1869,Sydney,Dubai,933
1870,Sydney,Santos,13299
1871,Shanghai,Santos,8811
1872,Rotterdam,New York,8667
1873,Sydney,Busan,618
1874,Santos,Dubai,8848
1875,New York,Mumbai,14916
1876,Shanghai,Dubai,11180
1877,Los Angeles,Sydney,13105
1878,Busan,Shanghai,14230
1879,Rotterdam,Shanghai,13529
1880,Singapore,Dubai,14644
1881,Mumbai,Singapore,3127
1882,Rotterdam,Santos,6177
1883,Hong Kong,Mumbai,9941
1884,Dubai,New York,2158
1885,New York,Durban,6380
1886,Singapore,Dubai,4029
1887,Mumbai,Hong Kong,8841
1888,Mumbai,Durban,5810
1889,Rotterdam,New York,1231
1890,New York,Hamburg,5061
1891,Los Angeles,Hong Kong,2778
1892,Durban,Mumbai,12349
1893,Hamburg,Los Angeles,14216
1894,Busan,Sydney,6343
1895,Santos,Mumbai,9129
1896,Sydney,Hong Kong,8743
1897,Santos,Mumbai,1292
1898,New York,Hong Kong,12093
1899,Singapore,Mumbai,4685
1900,Los Angeles,Shanghai,11530
1901,Rotterdam,Singapore,12466
1902,Busan,Hong Kong,8349
1903,Dubai,New York,11996
1904,Mumbai,Shanghai,3706
1905,Shanghai,Busan,11235
1906,Busan,Shanghai,4222
1907,Hong Kong,Rotterdam,10747
1908,Shanghai,Los Angeles,9063
1909,Hong Kong,Rotterdam,4821
1910,Durban,Hamburg,9905
1911,Los Angeles,Durban,12935
1912,Dubai,Mumbai,10291
1913,Durban,Los Angeles,12841
1914,Shanghai,Hamburg,13086
1915,Hong Kong,Santos,11684
1916,Rotterdam,Durban,4847
1917,Dubai,Mumbai,14763
1918,Sydney,Busan,3304
1919,Santos,Busan,10431
1920,Sydney,New York,10997
1921,Busan,Shanghai,6391
1922,Shanghai,New York,3065
1923,Mumbai,Dubai,5553
1924,Mumbai,Durban,7870
1925,Los Angeles,Mumbai,8727
1926,New York,Mumbai,6680
1927,Durban,Rotterdam,14989
1928,Sydney,Durban,1177
1929,Busan,Hamburg,9624
1930,Durban,Rotterdam,13539
1931,Mumbai,Dubai,10427
1932,Durban,Dubai,7301
1933,Hamburg,Hong Kong,2069
1934,Busan,Sydney,4384
1935,New York,Hong Kong,7094
1936,Mumbai,Durban,11617
1937,Shanghai,Los Angeles,6133
1938,Hamburg,Santos,8140
1939,Shanghai,Singapore,988
1940,Sydney,Hong Kong,5507
1941,Santos,Dubai,3349
1942,Mumbai,Sydney,7221
1943,Shanghai,Singapore,13039
1944,Busan,Los Angeles,12267
1945,Rotterdam,Hong Kong,8904
1946,Hamburg,Busan,3004
1947,Sydney,Singapore,9225
1948,Durban,Rotterdam,4760
1949,Durban,Rotterdam,10572
1950,Los Angeles,Mumbai,2048
1951,Sydney,Busan,9886
1952,Singapore,Hong Kong,1971
1953,Santos,Durban,13108
1954,Rotterdam,Busan,4830
1955,Sydney,Durban,2330
1956,Mumbai,Hong Kong,2868
1957,Rotterdam,Shanghai,667
1958,Rotterdam,New York,11014
1959,Rotterdam,Singapore,2004
1960,New York,Rotterdam,3010
1961,Busan,Durban,12853
1962,Santos,Singapore,12120
1963,Santos,Mumbai,9232
1964,Los Angeles,New York,6009
1965,Rotterdam,Mumbai,9164
1966,Mumbai,Busan,5638
1967,Durban,Shanghai,13070
1968,Hong Kong,Rotterdam,989
1969,Shanghai,Singapore,9089
1970,Sydney,Singapore,13622
1971,Mumbai,Durban,10405
1972,Rotterdam,Sydney,5758
1973,Shanghai,Hamburg,12684
1974,Los Angeles,Shanghai,13538
1975,Los Angeles,Durban,10128
1976,New York,Mumbai,8193
1977,Santos,Shanghai,2877
1978,Mumbai,Dubai,4793
1979,Rotterdam,Busan,8707
1980,New York,Sydney,7363
1981,Dubai,Sydney,4868
1982,Durban,Santos,6875
1983,Durban,Singapore,1022
1984,Hong Kong,Singapore,8659
1985,Hong Kong,Los Angeles,3056
1986,Sydney,Shanghai,3057
1987,Hamburg,Busan,1993
1988,New York,Busan,12523
1989,Mumbai,Shanghai,8538
1990,Los Angeles,Singapore,2173
1991,Santos,Los Angeles,11533
1992,Singapore,Los Angeles,11521
1993,Los Angeles,New York,8927
1994,Los Angeles,Durban,3646
1995,Rotterdam,Dubai,6289
1996,Los Angeles,Dubai,5147
1997,New York,Dubai,8442
1998,Singapore,Los Angeles,13849
1999,Rotterdam,Hong Kong,3054
2000,Dubai,Sydney,11560
2001,New York,Mumbai,12490
2002,Singapore,Hong Kong,14853
2003,Mumbai,Hong Kong,2775
2004,New York,Hamburg,7258
2005,Sydney,Rotterdam,1781
2006,Shanghai,Dubai,10517
2007,Hamburg,New York,13582
2008,Sydney,Dubai,12328
2009,Hamburg,Sydney,12556
2010,Singapore,Sydney,4464
2011,Mumbai,Durban,2088
2012,Hamburg,Busan,5952
2013,Hong Kong,New York,8030
2014,Shanghai,Singapore,1647
2015,Busan,Mumbai,3146
2016,Singapore,Mumbai,9780
2017,Dubai,Shanghai,3407
2018,Santos,Dubai,9690
2019,Santos,Busan,4982
2020,Sydney,Rotterdam,13358
2021,Rotterdam,Santos,1332
2022,Rotterdam,Hong Kong,5070
2023,Sydney,Rotterdam,11813
2024,Los Angeles,Singapore,10509
2025,Singapore,Los Angeles,13770
2026,Los Angeles,Shanghai,12264
2027,Busan,Rotterdam,2165
2028,Sydney,Singapore,3817
2029,Los Angeles,Mumbai,3379
2030,Santos,Hong Kong,2177
2031,Busan,Hamburg,5216
2032,Shanghai,Singapore,1796
2033,Mumbai,Shanghai,4375
2034,Los Angeles,Durban,1300
2035,Singapore,Hamburg,10498
2036,Santos,Dubai,12648
2037,Sydney,Busan,9279
2038,Singapore,Dubai,8381
2039,Rotterdam,Sydney,12076
2040,Hamburg,New York,5013
2041,Sydney,Hong Kong,8626
2042,Dubai,Busan,6273
2043,Durban,Dubai,12857
2044,Sydney,New York,7206
2045,Singapore,Mumbai,12038
2046,Santos,Rotterdam,9353
2047,Durban,Santos,2658
2048,Busan,Dubai,13884
2049,Rotterdam,Singapore,5817
2050,Mumbai,Hong Kong,14795
2051,Singapore,Los Angeles,14077
2052,Hong Kong,Sydney,9448
2053,Shanghai,Sydney,802
2054,Durban,Hamburg,12330
2055,Rotterdam,Mumbai,1525
2056,Rotterdam,Durban,3213
2057,Rotterdam,Singapore,10231
2058,New York,Mumbai,14034
2059,Santos,Singapore,4636
2060,New York,Santos,2015
2061,Shanghai,Rotterdam,14050
2062,Mumbai,Shanghai,4496
2063,Hong Kong,Santos,6377
2064,Singapore,Hamburg,3600
2065,Singapore,Sydney,8554
2066,Hong Kong,Durban,12043
2067,Dubai,Rotterdam,14652
2068,New York,Rotterdam,10386
2069,Sydney,Hamburg,1328
2070,Hong Kong,Durban,10189
2071,Durban,Hamburg,9501
2072,Dubai,Mumbai,9417
2073,Shanghai,Busan,8404
2074,Mumbai,Hong Kong,13353
2075,New York,Rotterdam,10641
2076,Hong Kong,Sydney,992
2077,Sydney,Shanghai,14058
2078,Hong Kong,Rotterdam,1225
2079,Singapore,New York,4864
2080,Rotterdam,Mumbai,2273
2081,Shanghai,Hong Kong,9312
2082,Busan,Hamburg,11819
2083,Los Angeles,Sydney,681
2084,Mumbai,Los Angeles,11608
2085,Hamburg,Santos,12749
2086,Los Angeles,Mumbai,10095
2087,Shanghai,Busan,4441
2088,New York,Durban,10009
2089,Sydney,Mumbai,7440
2090,New York,Sydney,5667
2091,Shanghai,Durban,14284
2092,Busan,Rotterdam,6394
2093,Singapore,Hamburg,2603
2094,Los Angeles,Sydney,9901
2095,Singapore,Busan,1759
2096,Rotterdam,Shanghai,4044
2097,Singapore,Rotterdam,2722
2098,Durban,Mumbai,13170
2099,Durban,Dubai,11881
2100,Busan,Santos,8112
2101,Santos,Mumbai,14114
2102,Dubai,Santos,10926
2103,Singapore,Mumbai,1693
2104,Mumbai,Hong Kong,14206
2105,Mumbai,Hong Kong,3280
2106,Sydney,Singapore,8595
2107,Durban,Mumbai,8703
2108,Sydney,Shanghai,5918
2109,Dubai,Shanghai,10752
2110,Hamburg,Shanghai,7008
2111,Los Angeles,Dubai,12266
2112,Sydney,Mumbai,7801
2113,Los Angeles,Rotterdam,13568
2114,Dubai,Rotterdam,5649
2115,Los Angeles,Rotterdam,10813
2116,Shanghai,New York,13629
2117,Santos,Sydney,7906
2118,Busan,Rotterdam,3744
2119,Shanghai,Hamburg,4637
2120,Singapore,Busan,13312
2121,Mumbai,New York,2052
2122,Hamburg,Durban,10605
2123,Durban,Los Angeles,3090
2124,Rotterdam,Singapore,9360
2125,Hamburg,Los Angeles,14584
2126,Rotterdam,Sydney,12298
2127,Shanghai,Sydney,13628
2128,Santos,Shanghai,7176
2129,Singapore,Hamburg,10997
2130,Shanghai,Durban,6926
2131,Sydney,Hamburg,9241
2132,Sydney,Santos,14278
2133,Shanghai,Dubai,9206
2134,Los Angeles,Hamburg,8314
2135,Rotterdam,Singapore,9341
2136,Durban,Busan,12622
2137,Dubai,New York,4573
2138,Busan,Los Angeles,10568
2139,Los Angeles,Singapore,1827
2140,Hamburg,New York,11716
2141,Singapore,Sydney,8665
2142,Sydney,Durban,12458
2143,Santos,Dubai,980
2144,New York,Mumbai,14523
2145,Mumbai,Durban,12185
2146,Durban,Santos,7384
2147,Shanghai,Busan,5300
2148,Santos,Dubai,12693
2149,Shanghai,Durban,10181
2150,Hong Kong,Mumbai,11050
2151,Mumbai,Hamburg,13966
2152,Rotterdam,Shanghai,13692
2153,Rotterdam,Los Angeles,5285
2154,Mumbai,Busan,14550
2155,Dubai,Hamburg,710
2156,Singapore,Busan,2153
2157,Rotterdam,Sydney,9193
2158,Mumbai,Rotterdam,13086
2159,Shanghai,Hong Kong,14275
2160,Hamburg,Sydney,7800
2161,Hamburg,Mumbai,12921
2162,Singapore,Mumbai,14135
2163,Dubai,Singapore,3704
2164,Durban,Rotterdam,13709
2165,Mumbai,Busan,1689
2166,Mumbai,Santos,4648
2167,Durban,New York,1778
2168,Hamburg,Durban,14339
2169,Shanghai,Sydney,14969
2170,Singapore,Sydney,13036
2171,Hong Kong,Hamburg,12337
2172,New York,Busan,6988
2173,Shanghai,Dubai,13767
2174,Hong Kong,Hamburg,12345
2175,Mumbai,Durban,1685
2176,Shanghai,Santos,11079
2177,Busan,Los Angeles,2328
2178,Los Angeles,Santos,539
2179,Santos,Singapore,10141
2180,Santos,Busan,1132
2181,Sydney,Durban,9683
2182,New York,Shanghai,6683
2183,Dubai,Hong Kong,9858
2184,Singapore,Rotterdam,14462
2185,Hong Kong,Los Angeles,1129
2186,Hong Kong,Durban,11292
2187,Sydney,Busan,11495
2188,Hong Kong,Busan,1267
2189,New York,Busan,5616
2190,Hong Kong,Rotterdam,7298
2191,Hamburg,Shanghai,13919
2192,Dubai,Mumbai,12681
2193,Sydney,Santos,3263
2194,Mumbai,Los Angeles,3204
2195,Santos,Durban,4508
2196,Hamburg,Sydney,7943
2197,Sydney,Hong Kong,5392
2198,Los Angeles,Rotterdam,10468
2199,Hamburg,Santos,8102
2200,Singapore,Shanghai,4948
2201,Singapore,Sydney,14830
2202,Singapore,Sydney,3066
2203,Singapore,Hong Kong,790
2204,Sydney,Dubai,8272
2205,Shanghai,Busan,11454
2206,Hong Kong,Shanghai,1559
2207,Dubai,Hamburg,9211
2208,Dubai,Los Angeles,10677
2209,Busan,Sydney,8149
2210,Durban,Sydney,8137
2211,Hong Kong,Los Angeles,4173
2212,Sydney,Mumbai,8465
2213,Hamburg,Dubai,7567
2214,Sydney,Durban,3337
2215,Hong Kong,New York,5424
2216,Dubai,Sydney,12443
2217,Santos,Durban,5161
2218,Sydney,Mumbai,3696
2219,Hamburg,New York,5902
2220,Durban,Hamburg,918
2221,Singapore,Mumbai,7165
2222,Shanghai,Durban,14501
2223,Rotterdam,Los Angeles,13771
2224,Los Angeles,Mumbai,1266
2225,Hamburg,Dubai,1167
2226,Rotterdam,Singapore,11549
2227,Hong Kong,Rotterdam,10333
2228,Busan,New York,1696
2229,Mumbai,Busan,7146
2230,Rotterdam,Busan,8048
2231,Durban,Hong Kong,9633
2232,New York,Mumbai,1974
2233,Busan,Hamburg,5092
2234,Santos,Singapore,5140
2235,Shanghai,Busan,1843
2236,Hong Kong,Mumbai,3623
2237,Mumbai,Singapore,3950
2238,Hamburg,Busan,11981
2239,Hamburg,Los Angeles,6540
2240,Durban,New York,4086
2241,Mumbai,Los Angeles,8307
2242,Dubai,Hamburg,6380
2243,Sydney,Singapore,12095
2244,Hamburg,Busan,1271
2245,Busan,Los Angeles,8603
2246,Mumbai,Rotterdam,13938
2247,Durban,Los Angeles,8633
2248,Hong Kong,Singapore,12961
2249,Rotterdam,Sydney,11641
2250,Rotterdam,Singapore,646
2251,New York,Dubai,8323
2252,Busan,Singapore,8355
2253,Dubai,Mumbai,12981
2254,Hong Kong,Rotterdam,775
2255,Mumbai,Busan,13607
2256,Santos,Durban,1968
2257,Singapore,Los Angeles,4872
2258,Dubai,Singapore,2651
2259,Shanghai,Singapore,13250
2260,Hong Kong,Durban,13163
2261,Rotterdam,Sydney,12893
2262,Durban,Santos,1818
2263,Los Angeles,Hong Kong,6729
2264,Santos,Hamburg,2927
2265,Los Angeles,Santos,13898
2266,Busan,Santos,13325
2267,Rotterdam,Busan,4680
2268,Shanghai,Santos,14997
2269,Mumbai,Hamburg,5620
2270,Shanghai,Hamburg,7618
2271,Mumbai,New York,11513
2272,Mumbai,Durban,14644
2273,Sydney,Busan,6875
2274,Durban,Dubai,14890
2275,Rotterdam,Dubai,12668
2276,Hong Kong,Dubai,4358
2277,Mumbai,Shanghai,9281
2278,Rotterdam,Busan,12232
2279,Singapore,Los Angeles,14337
2280,Sydney,Singapore,10235
2281,Shanghai,Santos,3574
2282,New York,Hong Kong,3830
2283,Hamburg,Busan,14532
2284,Los Angeles,Mumbai,9699
2285,Busan,Durban,7446
2286,Busan,Shanghai,5997
2287,Hong Kong,Singapore,2065
2288,Shanghai,Mumbai,1071
2289,Singapore,Los Angeles,3837
2290,Santos,Hong Kong,4422
2291,Mumbai,New York,12646
2292,New York,Mumbai,10382
2293,Durban,Rotterdam,11352
2294,Sydney,Rotterdam,4967
2295,Hong Kong,Busan,8686
2296,Santos,Rotterdam,5422
2297,Mumbai,Dubai,9565
2298,Santos,Shanghai,4612
2299,Sydney,New York,12993
2300,New York,Durban,782
2301,Hong Kong,Dubai,12735
2302,Los Angeles,Durban,1014
2303,Busan,Rotterdam,1267
2304,Dubai,New York,14450
2305,Hamburg,Los Angeles,12481
2306,Los Angeles,Sydney,12238
2307,Busan,Dubai,12232
2308,Hong Kong,Dubai,7057
2309,Busan,Dubai,8472
2310,Mumbai,Durban,7075
2311,Hong Kong,Shanghai,12344
2312,Durban,Shanghai,11081
2313,Dubai,Santos,1498
2314,Durban,Rotterdam,1691
2315,Dubai,Mumbai,1459
2316,Los Angeles,Dubai,7127
2317,Mumbai,New York,1844
2318,Rotterdam,Mumbai,3588
2319,Hamburg,Busan,14154
2320,Sydney,Durban,7179
2321,Singapore,Dubai,12240
2322,Sydney,Durban,4207
2323,Santos,Durban,6801
2324,Singapore,New York,559
2325,Dubai,Rotterdam,8663
2326,Mumbai,New York,12304
2327,Durban,Hamburg,4122
2328,Los Angeles,Hamburg,8789
2329,Shanghai,Los Angeles,13353
2330,Rotterdam,Los Angeles,11833
2331,Shanghai,Durban,5125
2332,Shanghai,Hamburg,2783
2333,Busan,Los Angeles,10018
2334,Busan,Dubai,3531
2335,Busan,Durban,4188
2336,Shanghai,Durban,12643
2337,Shanghai,Dubai,14736
2338,Mumbai,Los Angeles,2919
2339,Hamburg,Mumbai,10149
2340,Sydney,Hamburg,3838
2341,Rotterdam,New York,1297
2342,Santos,Busan,3774
2343,Durban,Sydney,7734
2344,Durban,Sydney,11562
2345,Santos,Los Angeles,6944
2346,Sydney,Santos,5669
2347,Sydney,Santos,12855
2348,Dubai,New York,5655
2349,Durban,Santos,4413
2350,Mumbai,Santos,14965
2351,Sydney,New York,11483
2352,Shanghai,Hamburg,3094
2353,Los Angeles,Rotterdam,1119
2354,Dubai,Mumbai,4548
2355,Dubai,Busan,13911
2356,Mumbai,New York,6286
2357,Santos,Hong Kong,14803
2358,Sydney,Los Angeles,10561
2359,Santos,New York,13372
2360,Dubai,Mumbai,7822
2361,Hong Kong,Hamburg,2327
2362,Hong Kong,Durban,1012
2363,Durban,Santos,13193
2364,Los Angeles,Durban,4501
2365,New York,Dubai,10684
2366,Los Angeles,Mumbai,10901
2367,Mumbai,Los Angeles,3488
2368,Dubai,Los Angeles,9834
2369,Shanghai,Busan,755
2370,Sydney,Santos,8813
2371,Mumbai,Shanghai,12078
2372,New York,Shanghai,10044
2373,Hong Kong,New York,2242
2374,Mumbai,Singapore,13500
2375,Mumbai,Santos,1926
2376,New York,Hamburg,14637
2377,Busan,Hong Kong,1108
2378,Sydney,Los Angeles,13179
2379,Busan,Shanghai,13145
2380,Shanghai,Hong Kong,14589
2381,Mumbai,Durban,13079
2382,Durban,Santos,7587
2383,Singapore,Hong Kong,7941
2384,Santos,Los Angeles,12724
2385,Los Angeles,Dubai,1633
2386,Sydney,Mumbai,11470
2387,Los Angeles,Durban,13826
2388,Shanghai,Durban,10958
2389,New York,Hamburg,3282
2390,Sydney,Singapore,7105
2391,Los Angeles,New York,14250
2392,Rotterdam,Dubai,6266
2393,Busan,Rotterdam,6541
2394,Santos,Los Angeles,12111
2395,New York,Los Angeles,7010
2396,New York,Dubai,1305
2397,Hong Kong,Rotterdam,10791
2398,Busan,Mumbai,9871
2399,Los Angeles,Hamburg,10241
2400,Singapore,Shanghai,4670
2401,Singapore,Rotterdam,12618
2402,Santos,Mumbai,1292
2403,Los Angeles,Hamburg,989
2404,Sydney,Los Angeles,12724
2405,Busan,Los Angeles,2024
2406,Santos,Los Angeles,2832
2407,Shanghai,Mumbai,1225
2408,Hamburg,Durban,9720
2409,Durban,Singapore,7880
2410,New York,Sydney,3399
2411,Hamburg,Los Angeles,2400
2412,Dubai,Hong Kong,3816
2413,Sydney,Dubai,9756
2414,Busan,Los Angeles,12013
2415,Hong Kong,Singapore,5698
2416,Dubai,New York,11789
2417,Sydney,Rotterdam,11256
2418,Dubai,Singapore,2805
2419,Hamburg,Los Angeles,2650
2420,Los Angeles,Rotterdam,2271
2421,Mumbai,Santos,607
2422,Mumbai,Dubai,9947
2423,Durban,Shanghai,2428
2424,Hong Kong,Sydney,6104
2425,Sydney,Singapore,5502
2426,Los Angeles,Hamburg,9644
2427,Santos,Dubai,1158
2428,New York,Rotterdam,10859
2429,Hamburg,Mumbai,6032
2430,Los Angeles,Busan,6851
2431,Santos,New York,6484
2432,Shanghai,Mumbai,2830
2433,Dubai,Shanghai,4508
2434,Santos,Dubai,3876
2435,Busan,Sydney,9623
2436,Durban,Santos,10589
2437,Hong Kong,Busan,9163
2438,Shanghai,Santos,7173
2439,Hong Kong,Singapore,6188
2440,Busan,Mumbai,2737
2441,Mumbai,Sydney,4847
2442,Rotterdam,Hong Kong,4865
2443,Santos,Durban,13696
2444,Hamburg,Busan,589
2445,Shanghai,Sydney,5797
2446,Los Angeles,Busan,2519
2447,Hamburg,Singapore,10209
2448,Dubai,Singapore,10517
2449,Durban,Santos,1779
2450,New York,Rotterdam,8064
2451,New York,Hamburg,12891
2452,Los Angeles,Durban,7251
2453,New York,Los Angeles,3703
2454,Singapore,Busan,3491
2455,Shanghai,Rotterdam,4662
2456,Los Angeles,Dubai,4771
2457,Los Angeles,Rotterdam,2909
2458,Shanghai,Sydney,11434
2459,Dubai,Busan,13900
2460,Los Angeles,Shanghai,8046
2461,Singapore,New York,12406
2462,Sydney,Rotterdam,11303
2463,Shanghai,Mumbai,2066
2464,Hong Kong,Los Angeles,13380
2465,Dubai,Rotterdam,2781
2466,Los Angeles,Rotterdam,13879
2467,Dubai,New York,11961
2468,Singapore,Durban,3103
2469,Busan,Santos,2543
2470,Hamburg,Singapore,9662
2471,Hamburg,Mumbai,5941
2472,Sydney,Rotterdam,5291
2473,Rotterdam,Hamburg,11925
2474,New York,Durban,13966
2475,Durban,Los Angeles,4522
2476,Hong Kong,Santos,4227
2477,Los Angeles,Singapore,14019
2478,Singapore,Mumbai,13062
2479,Dubai,Hong Kong,4363
2480,Singapore,Hamburg,1026
2481,Singapore,Shanghai,3932
2482,Rotterdam,Los Angeles,4671
2483,Sydney,Hong Kong,5973
2484,Los Angeles,Busan,6453
2485,Busan,Shanghai,3478
2486,Shanghai,New York,13870
2487,Mumbai,Los Angeles,1024
2488,Sydney,Los Angeles,8089
2489,Mumbai,Santos,4936
2490,Busan,Santos,14323
2491,Hamburg,Busan,7664
2492,Durban,Dubai,1584
2493,Singapore,Hamburg,12280
2494,Busan,Hong Kong,7021
2495,Hamburg,Los Angeles,8458
2496,Mumbai,Singapore,10452
2497,Los Angeles,Rotterdam,4076
2498,Hong Kong,Rotterdam,14912
2499,Mumbai,Singapore,5070
2500,Singapore,Rotterdam,7875
2501,Durban,Santos,6471
2502,Shanghai,Hong Kong,7229
2503,New York,Santos,12440
2504,Mumbai,Dubai,732
2505,Shanghai,Durban,5241
2506,Hamburg,Shanghai,14094
2507,Shanghai,Hamburg,10137
2508,Singapore,Hamburg,6123
2509,Santos,Hamburg,2507
2510,Durban,Rotterdam,515
2511,Rotterdam,Mumbai,8701
2512,Dubai,Sydney,12761
2513,Santos,Mumbai,8426
2514,Singapore,Santos,4353
2515,Sydney,Mumbai,12348
2516,Sydney,Durban,3906
2517,Shanghai,New York,1258
2518,Dubai,Busan,10599
2519,Dubai,Rotterdam,887
2520,Hong Kong,Busan,10845
2521,Rotterdam,Dubai,3445
2522,Santos,Sydney,11469
2523,Sydney,Santos,14680
2524,New York,Hong Kong,14647
2525,Shanghai,Santos,13173
2526,Dubai,Hong Kong,3887
2527,Durban,Mumbai,8455
2528,Busan,Mumbai,7099
2529,Los Angeles,Dubai,9813
2530,Durban,Los Angeles,6243
2531,Singapore,Hong Kong,5658
2532,Santos,Hamburg,4534
2533,Hong Kong,Rotterdam,11343
2534,Mumbai,Hong Kong,10503
2535,Singapore,Hamburg,3678
2536,Durban,Santos,2067
2537,New York,Sydney,697
2538,Busan,Dubai,6259
2539,Busan,Singapore,5873
2540,Dubai,Durban,12780
2541,Durban,Los Angeles,6766
2542,Singapore,New York,1026
2543,Singapore,Hamburg,4534
2544,Santos,Singapore,4746
2545,Busan,Dubai,6529
2546,New York,Los Angeles,6411
2547,Dubai,Sydney,12361
2548,Singapore,New York,5185
2549,Los Angeles,Shanghai,13799
2550,Singapore,New York,14601
2551,Los Angeles,New York,11409
2552,Hamburg,New York,2777
2553,Singapore,Mumbai,8433
2554,Santos,Dubai,11856
2555,Hamburg,Hong Kong,9682
2556,Rotterdam,Busan,3308
2557,Los Angeles,Sydney,9066
2558,Santos,Rotterdam,586
2559,Santos,Hamburg,12835
2560,Shanghai,Durban,14979
2561,Busan,Mumbai,2867
2562,Santos,Singapore,10631
2563,Dubai,Busan,4310
2564,Mumbai,Busan,5199
2565,Hamburg,Hong Kong,3150
2566,Singapore,Durban,820
2567,Busan,Rotterdam,6042
2568,Mumbai,Hamburg,14118
2569,Singapore,Durban,4759
2570,Busan,New York,12559
2571,Durban,Busan,7498
2572,Dubai,Rotterdam,4958
2573,Busan,Shanghai,9093
2574,Sydney,Santos,12827
2575,Hamburg,Hong Kong,14632
2576,Sydney,Dubai,2971
2577,Hamburg,Los Angeles,9612
2578,Sydney,Busan,4319
2579,Singapore,Shanghai,2921
2580,Singapore,Busan,4274
2581,Sydney,Santos,1980
2582,Hong Kong,Los Angeles,13599
2583,Shanghai,Hamburg,3578
2584,Hong Kong,Durban,1007
2585,Hong Kong,Shanghai,1341
2586,Hamburg,New York,13947
2587,Singapore,Hong Kong,2210
2588,Shanghai,Singapore,5164
2589,New York,Rotterdam,13456
2590,Singapore,Hamburg,1708
2591,Singapore,Shanghai,2787
2592,Santos,New York,12551
2593,Los Angeles,Hamburg,3527
2594,Singapore,Hamburg,6963
2595,Durban,New York,8340
2596,Dubai,Busan,7529
2597,Sydney,Singapore,7123
2598,Sydney,Hong Kong,11911
2599,Busan,Santos,6827
